Days,Advertiser verticals,Device categories,Creative size,Buyer networks,Revenue,Ad impressions,Ad eCPM (£)
6/26/20,Law & Government,Tablets,300x250,Agency C,£0.05 ,209,£0.24 
6/26/20,Autos & Vehicles,Tablets,300x250,Agency E,£0.84 ,207,£4.04 
6/26/20,Law & Government,Tablets,Native,Agency B,£0.25 ,207,£1.19 
6/26/20,Autos & Vehicles,Tablets,970x250,Agency E,£0.58 ,206,£2.80 
6/26/20,Home & Garden,Tablets,320x50,Agency B,£0.05 ,205,£0.27 
6/26/20,Home & Garden,Desktop,Video/Overlay,Agency C,£0.88 ,204,£4.30 
6/26/20,Health,Desktop,Video/Overlay,Agency B,£0.78 ,202,£3.87 
6/26/20,"News, Books & Publications",High-end mobile devices,Native,Agency C,£0.21 ,201,£1.04 
6/26/20,Computers & Consumer Electronics,Tablets,300x250,Agency C,£0.07 ,200,£0.36 
6/26/20,Mobile Apps,Tablets,970x250,Agency B,£0.05 ,199,£0.25 
6/26/20,Occasions & Gifts,High-end mobile devices,300x600,Agency B,£0.09 ,198,£0.45 
6/26/20,Food & Groceries,Desktop,Native,Agency B,£0.15 ,197,£0.78 
6/26/20,Home & Garden,Tablets,Video/Overlay,Agency B,£0.45 ,196,£2.31 
6/26/20,Home & Garden,High-end mobile devices,300x600,Agency C,£0.27 ,195,£1.40 
6/26/20,Internet & Telecom,Tablets,728x90,Agency C,£0.16 ,194,£0.81 
6/26/20,Law & Government,Tablets,970x250,Agency B,£0.09 ,192,£0.46 
6/26/20,Mobile Apps,Tablets,Interstitial,Agency B,£0.71 ,191,£3.73 
6/26/20,Home & Garden,Desktop,320x50,Agency B,£0.04 ,191,£0.21 
6/26/20,Arts & Entertainment,Tablets,728x90,Agency C,£0.13 ,190,£0.67 
6/26/20,Finance,High-end mobile devices,Video/Overlay,Agency C,£1.03 ,189,£5.43 
6/26/20,Finance,Desktop,300x600,Agency E,£0.39 ,189,£2.09 
6/26/20,Autos & Vehicles,High-end mobile devices,300x250,Agency D,£1.10 ,184,£5.98 
6/26/20,Real Estate,Tablets,970x250,Agency C,£0.21 ,184,£1.12 
6/26/20,Autos & Vehicles,Tablets,300x600,Agency C,£0.38 ,183,£2.06 
6/26/20,"Hobbies, Games & Leisure",Desktop,320x50,Agency B,£0.04 ,182,£0.21 
6/26/20,Internet & Telecom,Tablets,Video/Overlay,Agency B,£0.73 ,181,£4.03 
6/26/20,Apparel,Tablets,320x50,Agency B,£0.06 ,181,£0.32 
6/26/20,Arts & Entertainment,Desktop,Video/Overlay,Agency C,£0.79 ,177,£4.49 
6/26/20,Business & Industrial,Desktop,300x600,Agency A,£0.10 ,177,£0.56 
6/26/20,Real Estate,Tablets,300x600,Agency C,£0.23 ,173,£1.35 
6/26/20,Family & Community,Desktop,300x600,Agency C,£0.12 ,172,£0.68 
6/26/20,Dining & Nightlife,High-end mobile devices,300x600,Agency B,£0.14 ,171,£0.84 
6/26/20,"Hobbies, Games & Leisure",Tablets,728x90,Agency C,£0.13 ,171,£0.75 
6/26/20,Computers & Consumer Electronics,Tablets,728x90,Agency C,£0.07 ,170,£0.41 
6/26/20,Travel & Tourism,Tablets,300x250,Agency C,£0.13 ,169,£0.76 
6/26/20,Apparel,Desktop,970x250,Agency C,£0.23 ,167,£1.35 
6/26/20,Autos & Vehicles,High-end mobile devices,Native,Agency C,£0.27 ,164,£1.65 
6/26/20,Health,Desktop,970x250,Agency C,£0.22 ,164,£1.33 
6/26/20,Computers & Consumer Electronics,Desktop,300x250,Agency A,£0.10 ,164,£0.63 
6/26/20,Dining & Nightlife,Desktop,300x600,Agency B,£0.08 ,164,£0.48 
6/26/20,Finance,Desktop,970x250,Agency E,£0.40 ,163,£2.43 
6/26/20,Finance,High-end mobile devices,Video/Overlay,Agency B,£0.26 ,163,£1.60 
6/26/20,Computers & Consumer Electronics,Tablets,728x90,Agency A,£0.10 ,163,£0.61 
6/26/20,Jobs & Education,Desktop,728x90,Agency C,£0.06 ,162,£0.39 
6/26/20,Business & Industrial,High-end mobile devices,300x250,Agency A,£0.13 ,160,£0.79 
6/26/20,Travel & Tourism,Desktop,728x90,Agency C,£0.11 ,159,£0.70 
6/26/20,Internet & Telecom,High-end mobile devices,Video/Overlay,Agency B,£0.41 ,157,£2.62 
6/26/20,Real Estate,Desktop,Video/Overlay,Agency B,£0.29 ,157,£1.82 
6/26/20,Health,Desktop,300x600,Agency C,£0.15 ,154,£0.97 
6/26/20,Computers & Consumer Electronics,Tablets,300x600,Agency C,£0.06 ,151,£0.40 
6/26/20,Business & Industrial,Tablets,320x50,Agency C,£0.06 ,151,£0.37 
6/26/20,Apparel,High-end mobile devices,Video/Overlay,Agency B,£0.38 ,149,£2.53 
6/26/20,"Hobbies, Games & Leisure",High-end mobile devices,Video/Overlay,Agency B,£0.16 ,147,£1.11 
6/26/20,Autos & Vehicles,Tablets,320x50,Agency E,£0.17 ,145,£1.19 
6/26/20,Food & Groceries,Tablets,320x50,Agency B,£0.06 ,142,£0.40 
6/26/20,Health,High-end mobile devices,300x600,Agency C,£0.33 ,140,£2.34 
6/26/20,Sports & Fitness,High-end mobile devices,300x600,Agency C,£0.27 ,140,£1.89 
6/26/20,Business & Industrial,Tablets,300x600,Agency C,£0.05 ,140,£0.37 
6/26/20,Autos & Vehicles,Desktop,320x50,Agency B,£0.04 ,140,£0.32 
6/26/20,Internet & Telecom,Desktop,320x50,Agency C,£0.04 ,140,£0.28 
6/26/20,Sports & Fitness,Desktop,300x600,Agency C,£0.22 ,138,£1.58 
6/26/20,Internet & Telecom,High-end mobile devices,320x50,Agency D,£0.20 ,138,£1.48 
6/26/20,Beauty & Personal Care,Tablets,Native,Agency B,£0.17 ,138,£1.24 
6/26/20,Mobile Apps,Desktop,728x90,Agency B,£0.05 ,138,£0.39 
6/26/20,Travel & Tourism,High-end mobile devices,320x50,Agency C,£0.18 ,137,£1.29 
6/26/20,Business & Industrial,Tablets,728x90,Agency C,£0.05 ,137,£0.39 
6/26/20,Beauty & Personal Care,Tablets,320x50,Agency B,£0.04 ,137,£0.32 
6/26/20,Finance,High-end mobile devices,300x250,Agency D,£0.43 ,134,£3.21 
6/26/20,Computers & Consumer Electronics,Desktop,320x50,Agency B,£0.06 ,134,£0.42 
6/26/20,Dining & Nightlife,Tablets,300x250,Agency B,£0.04 ,134,£0.31 
6/26/20,Food & Groceries,Tablets,320x50,Agency C,£0.10 ,132,£0.75 
6/26/20,Health,High-end mobile devices,Native,Agency C,£0.07 ,132,£0.56 
6/26/20,Business & Industrial,Desktop,300x250,Agency A,£0.04 ,131,£0.33 
6/26/20,Travel & Tourism,Desktop,Video/Overlay,Agency B,£0.37 ,128,£2.92 
6/26/20,Occasions & Gifts,Tablets,970x250,Agency B,£0.21 ,128,£1.64 
6/26/20,Jobs & Education,Tablets,Native,Agency B,£0.21 ,125,£1.72 
6/26/20,Beauty & Personal Care,Desktop,320x50,Agency B,£0.05 ,125,£0.41 
6/26/20,Mobile Apps,High-end mobile devices,300x600,Agency B,£0.11 ,124,£0.90 
6/26/20,Food & Groceries,Desktop,300x600,Agency C,£0.08 ,123,£0.68 
6/26/20,Real Estate,Tablets,Interstitial,Agency B,£0.52 ,121,£4.30 
6/26/20,Arts & Entertainment,Desktop,320x50,Agency B,£0.06 ,120,£0.47 
6/26/20,Jobs & Education,Desktop,970x250,Agency C,£0.06 ,119,£0.47 
6/26/20,(unknown),Desktop,300x250,Agency B,£0.03 ,119,£0.22 
6/26/20,Health,Tablets,320x50,Agency C,£0.07 ,117,£0.57 
6/26/20,Computers & Consumer Electronics,High-end mobile devices,Video/Overlay,Agency C,£0.58 ,116,£5.02 
6/26/20,Food & Groceries,Tablets,970x250,Agency B,£0.05 ,116,£0.40 
6/26/20,Jobs & Education,Tablets,970x250,Agency C,£0.04 ,114,£0.38 
6/26/20,Mobile Apps,High-end mobile devices,300x250,Agency B,£0.04 ,113,£0.34 
6/26/20,Food & Groceries,Tablets,300x600,Agency B,£0.08 ,112,£0.72 
6/26/20,Finance,Desktop,300x250,Agency E,£0.30 ,111,£2.73 
6/26/20,Autos & Vehicles,Desktop,300x250,Agency E,£0.21 ,111,£1.91 
6/26/20,Health,Tablets,728x90,Agency C,£0.05 ,111,£0.46 
6/26/20,Real Estate,High-end mobile devices,320x50,Agency C,£0.17 ,108,£1.62 
6/26/20,Arts & Entertainment,High-end mobile devices,Video/Overlay,Agency C,£0.69 ,107,£6.46 
6/26/20,Beauty & Personal Care,Desktop,Video/Overlay,Agency B,£0.34 ,107,£3.17 
6/26/20,Business & Industrial,Desktop,970x250,Agency A,£0.15 ,107,£1.36 
6/26/20,Finance,Tablets,320x50,Agency B,£0.10 ,107,£0.92 
6/26/20,Sports & Fitness,High-end mobile devices,Video/Overlay,Agency B,£0.22 ,105,£2.13 
6/26/20,Food & Groceries,Tablets,300x250,Agency C,£0.17 ,105,£1.62 
6/26/20,Computers & Consumer Electronics,Desktop,320x50,Agency C,£0.04 ,105,£0.39 
6/26/20,Internet & Telecom,Desktop,Video/Overlay,Agency C,£0.42 ,104,£4.00 
6/26/20,Arts & Entertainment,Desktop,320x50,Agency C,£0.07 ,104,£0.66 
6/26/20,Autos & Vehicles,Tablets,Interstitial,Agency B,£0.42 ,103,£4.05 
6/26/20,Dining & Nightlife,Desktop,Native,Agency B,£0.08 ,103,£0.79 
6/26/20,"Hobbies, Games & Leisure",Tablets,Video/Overlay,Agency B,£0.22 ,102,£2.19 
6/26/20,Food & Groceries,Tablets,728x90,Agency C,£0.10 ,101,£0.95 
6/26/20,Family & Community,High-end mobile devices,320x50,Agency C,£0.05 ,100,£0.49 
6/26/20,Computers & Consumer Electronics,Tablets,320x50,Agency C,£0.04 ,99,£0.37 
6/26/20,Dining & Nightlife,Tablets,728x90,Agency B,£0.02 ,98,£0.20 
6/26/20,Health,Tablets,Native,Agency C,£0.05 ,97,£0.48 
6/26/20,"Hobbies, Games & Leisure",High-end mobile devices,Interstitial,Agency C,£0.54 ,96,£5.59 
6/26/20,Computers & Consumer Electronics,Tablets,320x50,Agency B,£0.04 ,96,£0.37 
6/26/20,Health,Tablets,320x50,Agency E,£0.12 ,95,£1.25 
6/26/20,Beauty & Personal Care,Desktop,970x250,Agency C,£0.20 ,94,£2.17 
6/26/20,Jobs & Education,Tablets,Video/Overlay,Agency B,£0.18 ,94,£1.91 
6/26/20,Real Estate,High-end mobile devices,Video/Overlay,Agency B,£0.08 ,93,£0.84 
6/26/20,Finance,High-end mobile devices,Interstitial,Agency C,£0.59 ,92,£6.46 
6/26/20,Sports & Fitness,Desktop,Video/Overlay,Agency B,£0.26 ,92,£2.83 
6/26/20,Jobs & Education,Desktop,320x50,Agency B,£0.02 ,92,£0.25 
6/26/20,Home & Garden,Tablets,728x90,Agency C,£0.05 ,89,£0.59 
6/26/20,Food & Groceries,Desktop,320x50,Agency B,£0.03 ,89,£0.34 
6/26/20,(unknown),Desktop,970x250,Agency B,£0.03 ,88,£0.31 
6/26/20,Family & Community,Desktop,320x50,Agency B,£0.02 ,87,£0.21 
6/26/20,Computers & Consumer Electronics,High-end mobile devices,320x50,Agency D,£0.15 ,86,£1.69 
6/26/20,Health,Desktop,320x50,Agency C,£0.05 ,84,£0.54 
6/26/20,Arts & Entertainment,Tablets,970x250,Agency C,£0.01 ,84,£0.15 
6/26/20,Occasions & Gifts,Tablets,Interstitial,Agency B,£0.31 ,83,£3.75 
6/26/20,Business & Industrial,Desktop,Video/Overlay,Agency C,£0.27 ,83,£3.23 
6/26/20,Internet & Telecom,Tablets,300x600,Agency C,£0.11 ,83,£1.38 
6/26/20,Internet & Telecom,High-end mobile devices,300x250,Agency D,£0.11 ,83,£1.36 
6/26/20,"News, Books & Publications",Tablets,Native,Agency B,£0.08 ,83,£1.00 
6/26/20,Computers & Consumer Electronics,Tablets,300x250,Agency A,£0.05 ,83,£0.61 
6/26/20,Travel & Tourism,Desktop,300x600,Agency C,£0.18 ,81,£2.20 
6/26/20,Arts & Entertainment,High-end mobile devices,Native,Agency C,£0.08 ,81,£0.93 
6/26/20,Arts & Entertainment,Tablets,300x600,Agency C,£0.12 ,80,£1.51 
6/26/20,Family & Community,High-end mobile devices,300x600,Agency C,£0.06 ,79,£0.77 
6/26/20,Finance,High-end mobile devices,300x600,Agency E,£0.34 ,78,£4.39 
6/26/20,"Hobbies, Games & Leisure",High-end mobile devices,300x250,Agency D,£0.34 ,78,£4.31 
6/26/20,Jobs & Education,Tablets,300x250,Agency C,£0.05 ,78,£0.67 
6/26/20,Law & Government,Tablets,Video/Overlay,Agency B,£0.45 ,77,£5.84 
6/26/20,Business & Industrial,Tablets,Video/Overlay,Agency B,£0.16 ,77,£2.07 
6/26/20,Health,Tablets,300x250,Agency E,£0.13 ,77,£1.69 
6/26/20,Beauty & Personal Care,Tablets,320x50,Agency C,£0.11 ,77,£1.46 
6/26/20,Food & Groceries,Tablets,Native,Agency B,£0.05 ,77,£0.69 
6/26/20,Arts & Entertainment,High-end mobile devices,Video/Overlay,Agency B,£0.29 ,76,£3.83 
6/26/20,Finance,Tablets,Video/Overlay,Agency C,£0.46 ,75,£6.08 
6/26/20,"News, Books & Publications",Desktop,320x50,Agency B,£0.01 ,75,£0.15 
6/26/20,Internet & Telecom,High-end mobile devices,320x50,Agency E,£0.10 ,74,£1.35 
6/26/20,Dining & Nightlife,High-end mobile devices,Native,Agency B,£0.03 ,74,£0.41 
6/26/20,Finance,Desktop,320x50,Agency B,£0.03 ,74,£0.36 
6/26/20,Computers & Consumer Electronics,Desktop,300x600,Agency E,£0.49 ,73,£6.69 
6/26/20,"Hobbies, Games & Leisure",Tablets,Native,Agency C,£0.07 ,73,£0.99 
6/26/20,Sports & Fitness,Tablets,320x50,Agency B,£0.03 ,73,£0.44 
6/26/20,Family & Community,Tablets,320x50,Agency B,£0.02 ,73,£0.24 
6/26/20,Apparel,Tablets,300x600,Agency C,£0.08 ,72,£1.14 
6/26/20,Autos & Vehicles,Tablets,320x50,Agency C,£0.05 ,72,£0.64 
6/26/20,"News, Books & Publications",Tablets,320x50,Agency B,£0.04 ,72,£0.57 
6/26/20,"Hobbies, Games & Leisure",Desktop,300x250,Agency D,£0.03 ,72,£0.39 
6/26/20,(unknown),Desktop,300x600,Agency B,£0.00 ,72,£0.07 
6/26/20,Law & Government,High-end mobile devices,320x50,Agency E,£0.09 ,71,£1.26 
6/26/20,Dining & Nightlife,Tablets,320x50,Agency B,£0.01 ,70,£0.14 
6/26/20,Computers & Consumer Electronics,Tablets,320x50,Agency A,£0.04 ,69,£0.60 
6/26/20,Arts & Entertainment,Tablets,Native,Agency C,£0.03 ,69,£0.41 
6/26/20,Business & Industrial,High-end mobile devices,320x50,Agency D,£0.07 ,68,£1.03 
6/26/20,Jobs & Education,Tablets,728x90,Agency C,£0.03 ,68,£0.47 
6/26/20,Apparel,High-end mobile devices,300x600,Agency A,£0.06 ,67,£0.90 
6/26/20,Computers & Consumer Electronics,Connected TV,300x250,Agency B,£0.05 ,67,£0.74 
6/26/20,Travel & Tourism,Tablets,320x50,Agency B,£0.03 ,67,£0.50 
6/26/20,Mobile Apps,Tablets,728x90,Agency B,£0.01 ,67,£0.18 
6/26/20,Autos & Vehicles,Tablets,Video/Overlay,Agency B,£0.12 ,66,£1.75 
6/26/20,Law & Government,High-end mobile devices,320x50,Agency D,£0.07 ,66,£1.07 
6/26/20,Travel & Tourism,High-end mobile devices,Video/Overlay,Agency B,£0.06 ,66,£0.98 
6/26/20,Business & Industrial,High-end mobile devices,300x250,Agency D,£0.07 ,65,£1.09 
6/26/20,Dining & Nightlife,Desktop,320x50,Agency B,£0.01 ,65,£0.11 
6/26/20,Travel & Tourism,Desktop,Video/Overlay,Agency C,£1.34 ,64,£20.94 
6/26/20,Apparel,Desktop,Video/Overlay,Agency C,£0.27 ,64,£4.19 
6/26/20,Jobs & Education,Tablets,320x50,Agency B,£0.04 ,64,£0.62 
6/26/20,Law & Government,Desktop,300x600,Agency C,£0.04 ,64,£0.56 
6/26/20,Sports & Fitness,Desktop,320x50,Agency C,£0.03 ,64,£0.40 
6/26/20,Jobs & Education,Tablets,Interstitial,Agency B,£0.23 ,63,£3.64 
6/26/20,Family & Community,High-end mobile devices,320x50,Agency D,£0.07 ,63,£1.04 
6/26/20,Business & Industrial,High-end mobile devices,Video/Overlay,Agency C,£0.23 ,62,£3.77 
6/26/20,Mobile Apps,High-end mobile devices,Native,Agency B,£0.04 ,62,£0.69 
6/26/20,Jobs & Education,Desktop,300x600,Agency C,£0.05 ,61,£0.89 
6/26/20,Real Estate,Tablets,320x50,Agency B,£0.02 ,61,£0.34 
6/26/20,Sports & Fitness,Desktop,300x250,Agency C,£0.13 ,60,£2.17 
6/26/20,Sports & Fitness,Desktop,970x250,Agency C,£0.11 ,60,£1.78 
6/26/20,"News, Books & Publications",Desktop,300x250,Agency C,£0.01 ,60,£0.18 
6/26/20,Finance,Tablets,Video/Overlay,Agency B,£0.19 ,59,£3.29 
6/26/20,Family & Community,Desktop,Video/Overlay,Agency B,£0.17 ,57,£2.98 
6/26/20,Health,High-end mobile devices,Video/Overlay,Agency B,£0.11 ,57,£2.00 
6/26/20,Law & Government,Desktop,320x50,Agency B,£0.01 ,57,£0.21 
6/26/20,Dining & Nightlife,Desktop,Video/Overlay,Agency B,£0.31 ,56,£5.54 
6/26/20,Business & Industrial,Desktop,728x90,Agency A,£0.06 ,56,£1.00 
6/26/20,Travel & Tourism,Desktop,970x250,Agency C,£0.17 ,55,£3.09 
6/26/20,Autos & Vehicles,Tablets,Native,Agency C,£0.03 ,55,£0.55 
6/26/20,Sports & Fitness,High-end mobile devices,728x90,Agency B,£0.01 ,55,£0.20 
6/26/20,Health,Desktop,Video/Overlay,Agency C,£0.24 ,54,£4.39 
6/26/20,Finance,Desktop,728x90,Agency E,£0.13 ,53,£2.45 
6/26/20,Arts & Entertainment,Desktop,Native,Agency C,£0.09 ,53,£1.66 
6/26/20,Jobs & Education,High-end mobile devices,320x50,Agency D,£0.05 ,53,£0.94 
6/26/20,Real Estate,High-end mobile devices,Interstitial,Agency C,£0.12 ,52,£2.34 
6/26/20,Law & Government,Tablets,Interstitial,Agency B,£0.21 ,51,£4.19 
6/26/20,Business & Industrial,High-end mobile devices,Native,Agency C,£0.11 ,50,£2.17 
6/26/20,"News, Books & Publications",Desktop,728x90,Agency C,£0.02 ,50,£0.50 
6/26/20,Law & Government,High-end mobile devices,300x600,Agency E,£0.07 ,49,£1.39 
6/26/20,Beauty & Personal Care,Tablets,300x600,Agency C,£0.08 ,48,£1.67 
6/26/20,Computers & Consumer Electronics,Desktop,300x250,Agency D,£0.03 ,48,£0.59 
6/26/20,"Hobbies, Games & Leisure",Tablets,970x250,Agency C,£0.02 ,48,£0.42 
6/26/20,Computers & Consumer Electronics,Desktop,970x250,Agency E,£0.35 ,47,£7.36 
6/26/20,Computers & Consumer Electronics,Desktop,728x90,Agency D,£0.04 ,47,£0.85 
6/26/20,Sports & Fitness,Tablets,300x250,Agency C,£0.03 ,47,£0.64 
6/26/20,Computers & Consumer Electronics,Connected TV,728x90,Agency B,£0.02 ,47,£0.45 
6/26/20,Law & Government,Tablets,320x50,Agency B,£0.02 ,47,£0.36 
6/26/20,"News, Books & Publications",Desktop,Video/Overlay,Agency B,£0.18 ,46,£3.83 
6/26/20,Business & Industrial,High-end mobile devices,300x600,Agency D,£0.07 ,46,£1.58 
6/26/20,Dining & Nightlife,High-end mobile devices,300x250,Agency C,£0.04 ,46,£0.86 
6/26/20,Occasions & Gifts,High-end mobile devices,300x250,Agency C,£0.05 ,45,£1.07 
6/26/20,Sports & Fitness,Desktop,728x90,Agency C,£0.04 ,45,£0.86 
6/26/20,Finance,Tablets,728x90,Agency E,£0.12 ,44,£2.72 
6/26/20,Mobile Apps,High-end mobile devices,320x50,Agency B,£0.03 ,44,£0.78 
6/26/20,Business & Industrial,High-end mobile devices,Interstitial,Agency C,£0.19 ,43,£4.49 
6/26/20,Health,Desktop,300x250,Agency E,£0.06 ,43,£1.36 
6/26/20,Occasions & Gifts,Desktop,728x90,Agency C,£0.01 ,43,£0.34 
6/26/20,Mobile Apps,Tablets,Native,Agency B,£0.05 ,42,£1.16 
6/26/20,Jobs & Education,Tablets,320x50,Agency C,£0.02 ,42,£0.53 
6/26/20,Beauty & Personal Care,Tablets,Interstitial,Agency B,£0.21 ,41,£5.14 
6/26/20,Internet & Telecom,High-end mobile devices,300x600,Agency D,£0.09 ,41,£2.22 
6/26/20,Internet & Telecom,Desktop,728x90,Agency D,£0.05 ,41,£1.26 
6/26/20,Law & Government,High-end mobile devices,300x600,Agency C,£0.02 ,41,£0.38 
6/26/20,Law & Government,Desktop,970x250,Agency C,£0.02 ,41,£0.38 
6/26/20,Dining & Nightlife,Tablets,Interstitial,Agency B,£0.09 ,40,£2.31 
6/26/20,Mobile Apps,Tablets,300x600,Agency B,£0.02 ,40,£0.55 
6/26/20,Home & Garden,High-end mobile devices,Native,Agency C,£0.02 ,39,£0.41 
6/26/20,Business & Industrial,Tablets,300x250,Agency A,£0.01 ,39,£0.17 
6/26/20,Autos & Vehicles,Connected TV,300x600,Agency B,£0.08 ,38,£2.06 
6/26/20,Arts & Entertainment,High-end mobile devices,320x50,Agency D,£0.07 ,38,£1.74 
6/26/20,Computers & Consumer Electronics,Connected TV,728x90,Agency A,£0.02 ,38,£0.64 
6/26/20,Autos & Vehicles,High-end mobile devices,320x50,Agency D,£0.07 ,37,£2.01 
6/26/20,Autos & Vehicles,Connected TV,Native,Agency B,£0.03 ,37,£0.70 
6/26/20,Business & Industrial,Desktop,320x50,Agency C,£0.02 ,37,£0.59 
6/26/20,Sports & Fitness,Tablets,320x50,Agency C,£0.02 ,36,£0.68 
6/26/20,Internet & Telecom,Tablets,970x250,Agency C,£0.02 ,36,£0.63 
6/26/20,Travel & Tourism,Tablets,Interstitial,Agency B,£0.11 ,35,£3.16 
6/26/20,Family & Community,High-end mobile devices,300x250,Agency D,£0.04 ,35,£1.12 
6/26/20,Internet & Telecom,Desktop,300x250,Agency D,£0.03 ,35,£0.95 
6/26/20,Jobs & Education,Tablets,300x600,Agency C,£0.01 ,35,£0.39 
6/26/20,Occasions & Gifts,Tablets,320x50,Agency B,£0.01 ,35,£0.32 
6/26/20,Sports & Fitness,Tablets,Interstitial,Agency B,£0.11 ,34,£3.18 
6/26/20,Arts & Entertainment,High-end mobile devices,300x250,Agency D,£0.07 ,34,£2.16 
6/26/20,Beauty & Personal Care,High-end mobile devices,300x250,Agency E,£0.12 ,33,£3.75 
6/26/20,Home & Garden,High-end mobile devices,300x250,Agency D,£0.02 ,33,£0.75 
6/26/20,(unknown),Desktop,728x90,Agency B,£0.00 ,33,£0.07 
6/26/20,Food & Groceries,Tablets,300x600,Agency C,£0.01 ,32,£0.47 
6/26/20,Autos & Vehicles,Tablets,970x250,Agency C,£0.06 ,31,£2.01 
6/26/20,Internet & Telecom,Tablets,300x250,Agency E,£0.06 ,31,£1.93 
6/26/20,Computers & Consumer Electronics,Desktop,300x600,Agency D,£0.04 ,31,£1.15 
6/26/20,Health,Desktop,320x50,Agency E,£0.03 ,31,£0.82 
6/26/20,Home & Garden,High-end mobile devices,Video/Overlay,Agency C,£0.16 ,30,£5.42 
6/26/20,Finance,Tablets,300x250,Agency E,£0.08 ,30,£2.68 
6/26/20,Dining & Nightlife,High-end mobile devices,300x600,Agency C,£0.05 ,30,£1.63 
6/26/20,Business & Industrial,Tablets,Native,Agency C,£0.03 ,30,£1.03 
6/26/20,Health,Tablets,300x600,Agency C,£0.03 ,30,£0.87 
6/26/20,Computers & Consumer Electronics,Connected TV,300x600,Agency B,£0.02 ,30,£0.81 
6/26/20,Travel & Tourism,High-end mobile devices,320x50,Agency E,£0.02 ,30,£0.57 
6/26/20,Travel & Tourism,High-end mobile devices,Video/Overlay,Agency C,£0.50 ,29,£17.19 
6/26/20,"News, Books & Publications",Tablets,Native,Agency C,£0.03 ,29,£1.09 
6/26/20,Law & Government,Tablets,320x50,Agency C,£0.02 ,29,£0.67 
6/26/20,Dining & Nightlife,Tablets,Video/Overlay,Agency B,£0.15 ,28,£5.44 
6/26/20,Autos & Vehicles,Desktop,Video/Overlay,Agency C,£0.20 ,27,£7.49 
6/26/20,(unknown),Tablets,300x250,Agency B,£0.01 ,27,£0.21 
6/26/20,Apparel,Connected TV,300x250,Agency B,£0.00 ,27,£0.09 
6/26/20,Autos & Vehicles,High-end mobile devices,Video/Overlay,Agency C,£0.44 ,26,£17.00 
6/26/20,Food & Groceries,Tablets,Interstitial,Agency B,£0.10 ,26,£3.93 
6/26/20,Family & Community,High-end mobile devices,300x600,Agency E,£0.07 ,26,£2.59 
6/26/20,Food & Groceries,Desktop,Video/Overlay,Agency D,£0.04 ,26,£1.63 
6/26/20,Computers & Consumer Electronics,Connected TV,Native,Agency B,£0.02 ,26,£0.84 
6/26/20,"Hobbies, Games & Leisure",Tablets,300x600,Agency C,£0.03 ,25,£1.10 
6/26/20,Family & Community,Desktop,970x250,Agency C,£0.02 ,25,£0.91 
6/26/20,Dining & Nightlife,Tablets,Native,Agency B,£0.01 ,25,£0.55 
6/26/20,Business & Industrial,Tablets,300x600,Agency A,£0.00 ,25,£0.18 
6/26/20,Dining & Nightlife,High-end mobile devices,Video/Overlay,Agency B,£0.15 ,24,£6.38 
6/26/20,Apparel,Tablets,Video/Overlay,Agency B,£0.09 ,24,£3.61 
6/26/20,Dining & Nightlife,High-end mobile devices,320x50,Agency C,£0.04 ,24,£1.65 
6/26/20,Home & Garden,Tablets,970x250,Agency C,£0.02 ,24,£0.86 
6/26/20,(unknown),Tablets,728x90,Agency B,£0.00 ,24,£0.07 
6/26/20,Computers & Consumer Electronics,Tablets,Video/Overlay,Agency C,£0.40 ,23,£17.18 
6/26/20,Arts & Entertainment,Tablets,Video/Overlay,Agency C,£0.11 ,23,£4.67 
6/26/20,Beauty & Personal Care,Tablets,300x600,Agency E,£0.08 ,23,£3.51 
6/26/20,Beauty & Personal Care,High-end mobile devices,Video/Overlay,Agency B,£0.05 ,23,£2.26 
6/26/20,Internet & Telecom,Desktop,300x600,Agency D,£0.02 ,23,£0.79 
6/26/20,Dining & Nightlife,Desktop,300x250,Agency C,£0.01 ,23,£0.62 
6/26/20,Finance,Connected TV,728x90,Agency B,£0.01 ,23,£0.31 
6/26/20,Apparel,High-end mobile devices,Video/Overlay,Agency C,£0.09 ,22,£4.12 
6/26/20,Beauty & Personal Care,Desktop,300x250,Agency E,£0.09 ,22,£3.90 
6/26/20,Arts & Entertainment,High-end mobile devices,300x600,Agency D,£0.06 ,22,£2.59 
6/26/20,Travel & Tourism,Tablets,300x600,Agency C,£0.04 ,22,£1.61 
6/26/20,Autos & Vehicles,Connected TV,970x250,Agency B,£0.03 ,22,£1.59 
6/26/20,Food & Groceries,Desktop,320x50,Agency C,£0.03 ,22,£1.58 
6/26/20,Dining & Nightlife,Tablets,970x250,Agency B,£0.01 ,22,£0.64 
6/26/20,Dining & Nightlife,Tablets,300x600,Agency B,£0.01 ,22,£0.57 
6/26/20,Travel & Tourism,Desktop,970x250,Agency E,£0.01 ,22,£0.57 
6/26/20,Dining & Nightlife,Tablets,300x250,Agency C,£0.01 ,22,£0.38 
6/26/20,Apparel,Connected TV,300x600,Agency B,£0.01 ,22,£0.35 
6/26/20,Occasions & Gifts,High-end mobile devices,320x50,Agency C,£0.01 ,21,£0.63 
6/26/20,Family & Community,Tablets,300x600,Agency C,£0.01 ,21,£0.49 
6/26/20,Business & Industrial,Desktop,970x250,Agency D,£0.01 ,21,£0.41 
6/26/20,Travel & Tourism,Desktop,320x50,Agency B,£0.01 ,21,£0.36 
6/26/20,Real Estate,Desktop,320x50,Agency B,£0.01 ,21,£0.35 
